"","Comparison","Z","P.unadj","P.adj","subtype","sig","sig.adjust"
"1084","Cytoskeleton - Protein stability and degradation",-0.543228728322024,0.586972328967599,0.842177689388295,"High_cal","",""
"1085","DNA replication - Protein stability and degradation",-3.24113634783847,0.0011905422518431,0.0458358766959594,"High_cal","**","*"
"1086","EGFR signaling - Protein stability and degradation",0.521239343751564,0.602200049561897,0.843080069386656,"High_cal","",""
"1087","ERK MAPK signaling - Protein stability and degradation",-0.478309356848479,0.632430037640859,0.854335314006072,"High_cal","",""
"1088","Genome integrity - Protein stability and degradation",-2.02032401991049,0.043349788869635,0.256764134073992,"High_cal","*",""
"1089","Hormone-related - Protein stability and degradation",-1.63637896953427,0.101760297836756,0.391777146671512,"High_cal","",""
"1090","IGF1R signaling - Protein stability and degradation",-1.45274129540132,0.146295596701153,0.475975814619243,"High_cal","",""
"1091","Metabolism - Protein stability and degradation",-2.03465109968547,0.0418859918086742,0.268768447438993,"High_cal","*",""
"1092","Mitosis - Protein stability and degradation",-2.13348052028482,0.0328853279610906,0.271303955678997,"High_cal","*",""
"1093","Other - Protein stability and degradation",-2.15671261306469,0.0310280636073325,0.275672411280531,"High_cal","*",""
"1094","Other, kinases - Protein stability and degradation",-0.968992484941433,0.332548938745791,0.667989607393718,"High_cal","",""
"1095","PI3K/MTOR signaling - Protein stability and degradation",-0.501352245526211,0.616123242031061,0.85737631872997,"High_cal","",""
"1096","ABL signaling - RTK signaling",0.29437505272045,0.768471327851922,0.901100897125858,"High_cal","",""
"1097","Apoptosis regulation - RTK signaling",1.85133115776268,0.0641219262607364,0.279474810683587,"High_cal",".",""
"1098","Cell cycle - RTK signaling",-0.254494825471765,0.799113301204524,0.909335825508597,"High_cal","",""
"1099","Chromatin histone acetylation - RTK signaling",1.50586061503183,0.132102958898541,0.469473592393275,"High_cal","",""
"1100","Chromatin histone methylation - RTK signaling",2.11257390775853,0.0346372539374151,0.266706855318096,"High_cal","*",""
"1101","Chromatin other - RTK signaling",0.783640831965281,0.433250889638667,0.752488387267159,"High_cal","",""
"1102","Cytoskeleton - RTK signaling",0.891783247947247,0.372509122466482,0.711153779254193,"High_cal","",""
"1103","DNA replication - RTK signaling",-0.337385748247829,0.735826126760078,0.894609659376726,"High_cal","",""
"1104","EGFR signaling - RTK signaling",2.84580906892929,0.00442987472736256,0.0852750885017292,"High_cal","**","."
"1105","ERK MAPK signaling - RTK signaling",2.02449393976468,0.0429193548961915,0.260904499500533,"High_cal","*",""
"1106","Genome integrity - RTK signaling",0.590691502279723,0.554727142719245,0.843039276106221,"High_cal","",""
"1107","Hormone-related - RTK signaling",0.240937698405093,0.809603403538694,0.912284810816772,"High_cal","",""
"1108","IGF1R signaling - RTK signaling",0.798477883738995,0.424593222424923,0.743038139243615,"High_cal","",""
"1109","Metabolism - RTK signaling",-0.136896419548348,0.891112668979038,0.970976540255461,"High_cal","",""
"1110","Mitosis - RTK signaling",0.367603636792549,0.713168802664361,0.895336920736236,"High_cal","",""
"1111","Other - RTK signaling",0.346395734669902,0.729045330175989,0.905427264895986,"High_cal","",""
"1112","Other, kinases - RTK signaling",1.49223879178037,0.135636556280208,0.460765360304824,"High_cal","",""
"1113","PI3K/MTOR signaling - RTK signaling",2.10836076129248,0.0349997958337087,0.260804930244732,"High_cal","*",""
"1114","Protein stability and degradation - RTK signaling",2.14345497479116,0.0320765828025105,0.274432986199256,"High_cal","*",""
"1115","ABL signaling - Unclassified",0.164503705932016,0.86933462958037,0.956268092538407,"High_cal","",""
"1116","Apoptosis regulation - Unclassified",1.62352174540468,0.104477918705914,0.395645888869937,"High_cal","",""
"1117","Cell cycle - Unclassified",-0.466573846698235,0.640804802134167,0.855641094179148,"High_cal","",""
"1118","Chromatin histone acetylation - Unclassified",1.34158491157381,0.179730621141595,0.518972168546355,"High_cal","",""
"1119","Chromatin histone methylation - Unclassified",1.98270256097009,0.04740066336876,0.267062274102038,"High_cal","*",""
"1120","Chromatin other - Unclassified",0.599975011973419,0.548522888875455,0.844725248868201,"High_cal","",""
"1121","Cytoskeleton - Unclassified",0.761911901158813,0.446112586461711,0.769044831885487,"High_cal","",""
"1122","DNA replication - Unclassified",-0.571514648277461,0.567650833706904,0.840559888373685,"High_cal","",""
"1123","EGFR signaling - Unclassified",2.62849274002923,0.00857641861256832,0.123822043718955,"High_cal","**",""
"1124","ERK MAPK signaling - Unclassified",1.79955016867972,0.07193169549487,0.302113121078454,"High_cal",".",""
"1125","Genome integrity - Unclassified",0.369182188924827,0.711991930814845,0.898743912667919,"High_cal","",""
"1126","Hormone-related - Unclassified",0.0766619949470752,0.938892439167139,0.999466144919858,"High_cal","",""
"1127","IGF1R signaling - Unclassified",0.602130863147439,0.547087031954127,0.848168485781231,"High_cal","",""
"1128","Metabolism - Unclassified",-0.301172123006366,0.763283246136093,0.899583825803252,"High_cal","",""
"1129","Mitosis - Unclassified",0.155524615566079,0.876407749622892,0.959479574231697,"High_cal","",""
"1130","Other - Unclassified",0.134316713443432,0.893152137580311,0.968629783009634,"High_cal","",""
"1131","Other, kinases - Unclassified",1.27492246288032,0.202336687495066,0.525166009116407,"High_cal","",""
"1132","PI3K/MTOR signaling - Unclassified",1.87423186126285,0.0608984744623657,0.28135095201613,"High_cal",".",""
"1133","Protein stability and degradation - Unclassified",1.9471079541996,0.0515217935987484,0.276779867937462,"High_cal",".",""
"1134","RTK signaling - Unclassified",-0.183665819991863,0.854275624402866,0.948738794408953,"High_cal","",""
"1135","ABL signaling - WNT signaling",-0.610294003423508,0.541667068532007,0.845439816424957,"High_cal","",""
"1136","Apoptosis regulation - WNT signaling",0.332062616828463,0.739841977449001,0.894782705710571,"High_cal","",""
"1137","Cell cycle - WNT signaling",-1.86243943785299,0.0625411745293789,0.283274731691893,"High_cal",".",""
"1138","Chromatin histone acetylation - WNT signaling",0.406930219937093,0.684059239786762,0.882780359724815,"High_cal","",""
"1139","Chromatin histone methylation - WNT signaling",1.26753369941805,0.204964521741856,0.526075605804097,"High_cal","",""
"1140","Chromatin other - WNT signaling",-0.500684902508468,0.616592899204768,0.852891974349111,"High_cal","",""
"1141","Cytoskeleton - WNT signaling",0.00670652751014844,0.994649005355487,1,"High_cal","",""
"1142","DNA replication - WNT signaling",-2.1658013503919,0.0303263701195334,0.291891312400509,"High_cal","*",""
"1143","EGFR signaling - WNT signaling",1.50219469887746,0.133046833495033,0.465663917232617,"High_cal","",""
"1144","ERK MAPK signaling - WNT signaling",0.544856745627399,0.585852047216512,0.84582389316884,"High_cal","",""
"1145","Genome integrity - WNT signaling",-1.01628420395497,0.309494068437095,0.644082250531253,"High_cal","",""
"1146","Hormone-related - WNT signaling",-0.926415607090829,0.354230036378374,0.68189282002837,"High_cal","",""
"1147","IGF1R signaling - WNT signaling",-0.583217308372794,0.559747020864603,0.845108247187733,"High_cal","",""
"1148","Metabolism - WNT signaling",-1.32468773724203,0.185274742061369,0.515644161640677,"High_cal","",""
"1149","Mitosis - WNT signaling",-1.18096471631011,0.237616740288899,0.560096602109546,"High_cal","",""
"1150","Other - WNT signaling",-1.20419680908998,0.228513519014278,0.549860655128105,"High_cal","",""
"1151","Other, kinases - WNT signaling",0.0119628701844621,0.990455238236366,1,"High_cal","",""
"1152","PI3K/MTOR signaling - WNT signaling",0.573982751920351,0.565979473082394,0.843491988916343,"High_cal","",""
"1153","Protein stability and degradation - WNT signaling",0.86952398702853,0.38456059385714,0.710667977447995,"High_cal","",""
"1154","RTK signaling - WNT signaling",-1.33843219036577,0.180755591274983,0.515488167710136,"High_cal","",""
"1155","Unclassified - WNT signaling",-1.14208516977422,0.253418619228752,0.568346612056715,"High_cal","",""
"1156","ABL signaling - Apoptosis regulation",-0.923674359246777,0.35565588580644,0.767817846927922,"EMT","",""
"1157","ABL signaling - Cell cycle",-1.34673160434282,0.178066689677415,0.685556755258046,"EMT","",""
"1158","Apoptosis regulation - Cell cycle",-0.940899757584775,0.346756231871658,0.770198938099549,"EMT","",""
"1159","ABL signaling - Chromatin histone acetylation",-1.33463829194087,0.181994759033889,0.689193267816858,"EMT","",""
"1160","Apoptosis regulation - Chromatin histone acetylation",-0.859587432855227,0.390016504914042,0.804409041385211,"EMT","",""
"1161","Cell cycle - Chromatin histone acetylation",-0.220398983990235,0.825560436617859,0.98810601481205,"EMT","",""
"1162","ABL signaling - Chromatin histone methylation",-1.86629538679294,0.0620000498728371,0.572880460825015,"EMT",".",""
"1163","Apoptosis regulation - Chromatin histone methylation",-1.59283782693639,0.111196576801961,0.642160231031324,"EMT","",""
"1164","Cell cycle - Chromatin histone methylation",-1.09682264683591,0.272718928263126,0.707843510435755,"EMT","",""
"1165","Chromatin histone acetylation - Chromatin histone methylation",-0.820373995963654,0.4120029349706,0.820454120501799,"EMT","",""
"1166","ABL signaling - Chromatin other",-0.285716962934555,0.775094911516936,0.994705136446735,"EMT","",""
"1167","Apoptosis regulation - Chromatin other",0.970468096645081,0.331813219842686,0.766488537836605,"EMT","",""
"1168","Cell cycle - Chromatin other",1.59059265919853,0.111701277600488,0.629341344529581,"EMT","",""
"1169","Chromatin histone acetylation - Chromatin other",1.42919862008476,0.152947154217127,0.666618728757668,"EMT","",""
"1170","Chromatin histone methylation - Chromatin other",2.00001874054188,0.0454982402943437,0.45696058730406,"EMT","*",""
"1171","ABL signaling - Cytoskeleton",-0.678652867924706,0.497357836378207,0.851034520024932,"EMT","",""
"1172","Apoptosis regulation - Cytoskeleton",0.00857901881653345,0.993155017304177,1,"EMT","",""
"1173","Cell cycle - Cytoskeleton",0.458166422096011,0.646832881566361,0.970249322349541,"EMT","",""
"1174","Chromatin histone acetylation - Cytoskeleton",0.550997459975588,0.58163541577941,0.933040146146138,"EMT","",""
"1175","Chromatin histone methylation - Cytoskeleton",1.18764251886824,0.234974278862935,0.695885364324845,"EMT","",""
"1176","Chromatin other - Cytoskeleton",-0.545459656511423,0.585437420224042,0.932662372908646,"EMT","",""
"1177","ABL signaling - DNA replication",-1.73186674045919,0.0832972917435468,0.663506013543424,"EMT",".",""
"1178","Apoptosis regulation - DNA replication",-1.96966568675278,0.0488766980110224,0.470438218356091,"EMT","*",""
"1179","Cell cycle - DNA replication",-0.694170750677229,0.487575133242277,0.846841020894481,"EMT","",""
"1180","Chromatin histone acetylation - DNA replication",-0.21414084761652,0.830437222739619,0.988819579653876,"EMT","",""
"1181","Chromatin histone methylation - DNA replication",0.811465160805653,0.417098592241235,0.802914790064378,"EMT","",""
"1182","Chromatin other - DNA replication",-2.29086123721302,0.0219714405181807,0.422950229974979,"EMT","*",""
"1183","Cytoskeleton - DNA replication",-0.807018776362882,0.419655665541367,0.801160816033518,"EMT","",""
"1184","ABL signaling - EGFR signaling",-1.65126171118002,0.0986851469672367,0.633229693039769,"EMT",".",""
"1185","Apoptosis regulation - EGFR signaling",-1.61628751153533,0.106032165650534,0.661984601764147,"EMT","",""
"1186","Cell cycle - EGFR signaling",-0.558348872952545,0.576606177867524,0.931440748862924,"EMT","",""
"1187","Chromatin histone acetylation - EGFR signaling",-0.162988615504824,0.870527398320267,0.980935751277959,"EMT","",""
"1188","Chromatin histone methylation - EGFR signaling",0.817615022040592,0.413577047096354,0.81654955452357,"EMT","",""
"1189","Chromatin other - EGFR signaling",-2.08002771947195,0.0375229904535353,0.412752894988888,"EMT","*",""
"1190","Cytoskeleton - EGFR signaling",-0.753488353645252,0.451156507210982,0.820607505242022,"EMT","",""
"1191","DNA replication - EGFR signaling",0.0681944056306855,0.945630880266156,1,"EMT","",""
"1192","ABL signaling - ERK MAPK signaling",-2.1561343979977,0.0310731722300041,0.448618924070684,"EMT","*",""
"1193","Apoptosis regulation - ERK MAPK signaling",-2.83807913556439,0.00453859286575705,0.174735825331647,"EMT","**",""
"1194","Cell cycle - ERK MAPK signaling",-1.55229030706286,0.120592776143411,0.647835611375071,"EMT","",""
"1195","Chromatin histone acetylation - ERK MAPK signaling",-0.816354680476576,0.414297308745447,0.811039646781341,"EMT","",""
"1196","Chromatin histone methylation - ERK MAPK signaling",0.347763612580274,0.728017718861,0.989247606217006,"EMT","",""
"1197","Chromatin other - ERK MAPK signaling",-2.91427152316743,0.00356519670765178,0.20589010986689,"EMT","**",""
"1198","Cytoskeleton - ERK MAPK signaling",-1.2456260305148,0.212901721205086,0.673702706827052,"EMT","",""
"1199","DNA replication - ERK MAPK signaling",-1.0966103762262,0.272811749644498,0.700216824087544,"EMT","",""
"1200","EGFR signaling - ERK MAPK signaling",-1.00702359613218,0.313923435109495,0.763329615897825,"EMT","",""
"1201","ABL signaling - Genome integrity",-1.10634556073142,0.268576978771914,0.705014569276276,"EMT","",""
"1202","Apoptosis regulation - Genome integrity",-0.431543028338249,0.666073573139952,0.973816426552714,"EMT","",""
"1203","Cell cycle - Genome integrity",0.52064366147274,0.602615027786373,0.940568050126028,"EMT","",""
"1204","Chromatin histone acetylation - Genome integrity",0.583294422918731,0.559695116293016,0.923496941883476,"EMT","",""
"1205","Chromatin histone methylation - Genome integrity",1.38204828832583,0.16695687479882,0.653678611500466,"EMT","",""
"1206","Chromatin other - Genome integrity",-1.24598988762129,0.212768107726858,0.682631012290338,"EMT","",""
"1207","Cytoskeleton - Genome integrity",-0.201475070165147,0.840327120869596,0.975455100104909,"EMT","",""
"1208","DNA replication - Genome integrity",1.3881708186165,0.165085035926824,0.657493849984421,"EMT","",""
"1209","EGFR signaling - Genome integrity",1.14349782587886,0.252831956878085,0.687108023986326,"EMT","",""
"1210","ERK MAPK signaling - Genome integrity",2.26235831205842,0.0236752743698773,0.420691413803204,"EMT","*",""
"1211","ABL signaling - Hormone-related",-0.0367331639983726,0.970697765432325,1,"EMT","",""
"1212","Apoptosis regulation - Hormone-related",1.19258076270004,0.233033603611979,0.699100810835938,"EMT","",""
"1213","Cell cycle - Hormone-related",1.72645870792351,0.0842649218017506,0.627909578587239,"EMT",".",""
"1214","Chromatin histone acetylation - Hormone-related",1.58960264900042,0.111924399594268,0.615584197768473,"EMT","",""
"1215","Chromatin histone methylation - Hormone-related",2.11827912390615,0.0341514355637495,0.415209558696112,"EMT","*",""
"1216","Chromatin other - Hormone-related",0.312123836570234,0.754946411853333,0.9908671655575,"EMT","",""
"1217","Cytoskeleton - Hormone-related",0.746907667966909,0.45511929703051,0.814981066775564,"EMT","",""
"1218","DNA replication - Hormone-related",2.30694998247868,0.0210576086396304,0.442209781432238,"EMT","*",""
"1219","EGFR signaling - Hormone-related",2.14557144672744,0.0319071855329326,0.433562344594555,"EMT","*",""
"1220","ERK MAPK signaling - Hormone-related",2.84978122140257,0.00437493107604355,0.202121815713212,"EMT","**",""
"1221","Genome integrity - Hormone-related",1.42741155527267,0.153461302060525,0.656473347703356,"EMT","",""
"1222","ABL signaling - IGF1R signaling",-0.858435521299,0.390652020323553,0.798589528272041,"EMT","",""
"1223","Apoptosis regulation - IGF1R signaling",0.0152089748165707,0.987865461622596,1,"EMT","",""
"1224","Cell cycle - IGF1R signaling",0.766659061735743,0.443284249835345,0.8126877913648,"EMT","",""
"1225","Chromatin histone acetylation - IGF1R signaling",0.779228080730604,0.435845371385165,0.811937748306234,"EMT","",""
"1226","Chromatin histone methylation - IGF1R signaling",1.50226216227325,0.13302941646117,0.668039026141964,"EMT","",""
"1227","Chromatin other - IGF1R signaling",-0.824657486484536,0.409566074429739,0.822693592984955,"EMT","",""
"1228","Cytoskeleton - IGF1R signaling",0,1,1,"EMT","",""
"1229","DNA replication - IGF1R signaling",1.46471521228181,0.142998632794324,0.688180920322683,"EMT","",""
"1230","EGFR signaling - IGF1R signaling",1.28515405410222,0.19873845564043,0.665341786274482,"EMT","",""
"1231","ERK MAPK signaling - IGF1R signaling",2.18497259824117,0.0288908557839784,0.444919179073267,"EMT","*",""
"1232","Genome integrity - IGF1R signaling",0.348965057984539,0.727115542201527,0.993867989636407,"EMT","",""
"1233","Hormone-related - IGF1R signaling",-1.05628695387926,0.290837134494844,0.722401914712999,"EMT","",""
"1234","ABL signaling - Metabolism",-1.00403981595552,0.315359422454376,0.758833610280843,"EMT","",""
"1235","Apoptosis regulation - Metabolism",-0.336865345308129,0.736218410426041,0.988758446560556,"EMT","",""
"1236","Cell cycle - Metabolism",0.275498729987794,0.782933101404367,0.999212963670767,"EMT","",""
"1237","Chromatin histone acetylation - Metabolism",0.404898787952937,0.685551909345111,0.971549024900127,"EMT","",""
"1238","Chromatin histone methylation - Metabolism",1.15097247194901,0.249743560732104,0.686794792013285,"EMT","",""
"1239","Chromatin other - Metabolism",-0.985654220748108,0.324302821258306,0.756706582936047,"EMT","",""
"1240","Cytoskeleton - Metabolism",-0.220398983990235,0.825560436617859,0.993252400305862,"EMT","",""
"1241","DNA replication - Metabolism",0.747214872534241,0.454933867996355,0.821013464899673,"EMT","",""
"1242","EGFR signaling - Metabolism",0.667986129118131,0.504142446701277,0.850050402832081,"EMT","",""
"1243","ERK MAPK signaling - Metabolism",1.33430295033508,0.182104591092881,0.678486460362184,"EMT","",""
"1244","Genome integrity - Metabolism",-0.0711334662096014,0.943291533439476,1,"EMT","",""
"1245","Hormone-related - Metabolism",-1.18470386104748,0.236134555351672,0.690469396028307,"EMT","",""
"1246","IGF1R signaling - Metabolism",-0.311691232292241,0.755275191870993,0.985698131763838,"EMT","",""
"1247","ABL signaling - Mitosis",-0.897821069561881,0.369280949991189,0.775489994981497,"EMT","",""
"1248","Apoptosis regulation - Mitosis",-0.00193600773165622,0.998455290286278,1,"EMT","",""
"1249","Cell cycle - Mitosis",0.839834709231873,0.40100106944224,0.812554798606645,"EMT","",""
"1250","Chromatin histone acetylation - Mitosis",0.814251801963925,0.415500714931736,0.806560211338075,"EMT","",""
"1251","Chromatin histone methylation - Mitosis",1.54573318161685,0.12216902010134,0.641387355532037,"EMT","",""
"1252","Chromatin other - Mitosis",-0.904870490566275,0.365534002006893,0.774663802418277,"EMT","",""
"1253","Cytoskeleton - Mitosis",-0.009255887315071,0.992614975862545,1,"EMT","",""
"1254","DNA replication - Mitosis",1.67660544944713,0.0936196604490414,0.636062987168487,"EMT",".",""
"1255","EGFR signaling - Mitosis",1.42988653900951,0.15274958605221,0.678560661116547,"EMT","",""
"1256","ERK MAPK signaling - Mitosis",2.47228313670703,0.0134253140150732,0.387655942185239,"EMT","*",""
"1257","Genome integrity - Mitosis",0.377177408089141,0.70604176830135,0.988458475621889,"EMT","",""
"1258","Hormone-related - Mitosis",-1.13260588994982,0.257379794095403,0.683387729149862,"EMT","",""
"1259","IGF1R signaling - Mitosis",-0.0154880618532474,0.987642808613144,1,"EMT","",""
"1260","Metabolism - Mitosis",0.318354087985895,0.750216360418082,0.995976892279178,"EMT","",""
"1261","ABL signaling - Other",-1.26342861850718,0.206435184626155,0.671641234487914,"EMT","",""
"1262","Apoptosis regulation - Other",-0.766659061735743,0.443284249835345,0.819189293695718,"EMT","",""
"1263","Cell cycle - Other",0.155845616146121,0.876154713401603,0.977737868578601,"EMT","",""
"1264","Chromatin histone acetylation - Other",0.330598475985353,0.74094779753344,0.989358041793206,"EMT","",""
"1265","Chromatin histone methylation - Other",1.18012563267154,0.237950251204177,0.687081350352062,"EMT","",""
"1266","Chromatin other - Other",-1.46334524646265,0.143372932769842,0.675900968772113,"EMT","",""
"1267","Cytoskeleton - Other",-0.374863436260373,0.707762033099331,0.984897768951479,"EMT","",""
"1268","DNA replication - Other",0.876478220552057,0.380770111361202,0.792413474994934,"EMT","",""
"1269","EGFR signaling - Other",0.720077512014661,0.471477272547411,0.837778845834245,"EMT","",""
"1270","ERK MAPK signaling - Other",1.7230106259659,0.0848866034803676,0.612775168873904,"EMT",".",""
"1271","Genome integrity - Other",-0.354037689801463,0.723310637753789,0.994552126911461,"EMT","",""
"1272","Hormone-related - Other",-1.61625921592839,0.106038280654484,0.644601127136466,"EMT","",""
"1273","IGF1R signaling - Other",-0.627266505056517,0.530484555494261,0.881596635389744,"EMT","",""
"1274","Metabolism - Other",-0.165299237992677,0.868708458563632,0.983684578079407,"EMT","",""
"1275","Mitosis - Other",-0.683989093085752,0.49398205311048,0.851566076630753,"EMT","",""
"1276","ABL signaling - Other, kinases",-1.16630378144026,0.243491644861133,0.677669517625562,"EMT","",""
"1277","Apoptosis regulation - Other, kinases",-0.564266054322985,0.572573079809909,0.938045258411978,"EMT","",""
"1278","Cell cycle - Other, kinases",0.37351614259584,0.70876433321102,0.980386592645183,"EMT","",""
"1279","Chromatin histone acetylation - Other, kinases",0.483621957481527,0.628654188714845,0.961716010550524,"EMT","",""
"1280","Chromatin histone methylation - Other, kinases",1.30257295178036,0.192720597066904,0.674522089734162,"EMT","",""
"1281","Chromatin other - Other, kinases",-1.32873412527462,0.183935702170536,0.674430907958631,"EMT","",""
"1282","Cytoskeleton - Other, kinases",-0.268530423905489,0.788291059628835,0.995055927728201,"EMT","",""
"1283","DNA replication - Other, kinases",1.17406863302315,0.240367536124552,0.67713293713136,"EMT","",""
"1284","EGFR signaling - Other, kinases",0.969915859479526,0.332088434127355,0.759528992905138,"EMT","",""
"1285","ERK MAPK signaling - Other, kinases",2.03577471825971,0.0417729822227477,0.43861631333885,"EMT","*",""
"1286","Genome integrity - Other, kinases",-0.14177303361575,0.887259284941241,0.971359691096809,"EMT","",""
"1287","Hormone-related - Other, kinases",-1.49896087374109,0.13388378264397,0.658024548739512,"EMT","",""
"1288","IGF1R signaling - Other, kinases",-0.458007029919407,0.646947390702008,0.96416030485267,"EMT","",""
"1289","Metabolism - Other, kinases",-0.0213755561317801,0.982946072491275,1,"EMT","",""
"1290","Mitosis - Other, kinases",-0.49802152346112,0.618468871804901,0.952442062579547,"EMT","",""
"1291","Other - Other, kinases",0.211787503533724,0.832272818121385,0.975913812111878,"EMT","",""
"1292","ABL signaling - PI3K/MTOR signaling",-0.213426453252994,0.83099434908281,0.984408690451944,"EMT","",""
"1293","Apoptosis regulation - PI3K/MTOR signaling",1.77659347240108,0.0756351504151157,0.623989990924704,"EMT",".",""
"1294","Cell cycle - PI3K/MTOR signaling",2.49854724738706,0.0124703517976026,0.411521609320886,"EMT","*",""
"1295","Chromatin histone acetylation - PI3K/MTOR signaling",1.860443534257,0.0628228002649413,0.558156417738517,"EMT",".",""
"1296","Chromatin histone methylation - PI3K/MTOR signaling",2.32990544801185,0.0198111490223226,0.508486158239613,"EMT","*",""
"1297","Chromatin other - PI3K/MTOR signaling",0.169293204636811,0.865566020751676,0.989830449473451,"EMT","",""
"1298","Cytoskeleton - PI3K/MTOR signaling",0.711421510843312,0.476823073054101,0.834440377844678,"EMT","",""
"1299","DNA replication - PI3K/MTOR signaling",4.01741538064908,5.88399537385209e-05,0.00679601465679916,"EMT","***","**"
"1300","EGFR signaling - PI3K/MTOR signaling",3.29301645334158,0.000991186740439599,0.0763213790138492,"EMT","***","."
"1301","ERK MAPK signaling - PI3K/MTOR signaling",4.73049931566688,2.2396828189164e-06,0.000517366731169687,"EMT","***","***"
"1302","Genome integrity - PI3K/MTOR signaling",2.11851681565098,0.034131322323426,0.438018636483967,"EMT","*",""
"1303","Hormone-related - PI3K/MTOR signaling",-0.23236560060516,0.816254064499259,0.992393099470151,"EMT","",""
"1304","IGF1R signaling - PI3K/MTOR signaling",1.29120900256248,0.196631214248859,0.667967801345388,"EMT","",""
"1305","Metabolism - PI3K/MTOR signaling",1.32736950933928,0.184386480718239,0.665519953842393,"EMT","",""
"1306","Mitosis - PI3K/MTOR signaling",1.51611254861716,0.1294908957922,0.664719931733294,"EMT","",""
"1307","Other - PI3K/MTOR signaling",2.31623977751224,0.0205451804468702,0.474593668322701,"EMT","*",""
"1308","Other, kinases - PI3K/MTOR signaling",2.18714222594911,0.028732142908893,0.474080357996734,"EMT","*",""
"1309","ABL signaling - Protein stability and degradation",-1.28094675443835,0.200212368960217,0.660700817568715,"EMT","",""
"1310","Apoptosis regulation - Protein stability and degradation",-0.783262203053398,0.433473153914603,0.814083728083523,"EMT","",""
"1311","Cell cycle - Protein stability and degradation",0.0348481391698065,0.972200834415318,1,"EMT","",""
"1312","Chromatin histone acetylation - Protein stability and degradation",0.233768424219181,0.815164764239785,1,"EMT","",""
"1313","Chromatin histone methylation - Protein stability and degradation",1.0797509291339,0.280253108094884,0.711411735933168,"EMT","",""
"1314","Chromatin other - Protein stability and degradation",-1.44315060134794,0.148978051578043,0.688278598290558,"EMT","",""
"1315","Cytoskeleton - Protein stability and degradation",-0.422511233139352,0.67265190327726,0.971141185356544,"EMT","",""
"1316","DNA replication - Protein stability and degradation",0.638543202048474,0.523120140783316,0.875657626963377,"EMT","",""
"1317","EGFR signaling - Protein stability and degradation",0.531493232481103,0.595077029742324,0.935121046737938,"EMT","",""
"1318","ERK MAPK signaling - Protein stability and degradation",1.39888156829019,0.161848500634856,0.655912344678102,"EMT","",""
"1319","Genome integrity - Protein stability and degradation",-0.422431385981284,0.672710172959422,0.965192856854823,"EMT","",""
"1320","Hormone-related - Protein stability and degradation",-1.60174661039069,0.109211653535587,0.646869024787708,"EMT","",""
"1321","IGF1R signaling - Protein stability and degradation",-0.668048916863383,0.50410236800786,0.856232698601585,"EMT","",""
"1322","Metabolism - Protein stability and degradation",-0.233768424219181,0.815164764239785,1,"EMT","",""
"1323","Mitosis - Protein stability and degradation",-0.716322860712689,0.473792014069271,0.83546530725192,"EMT","",""
"1324","Other - Protein stability and degradation",-0.104544417509419,0.916737321296893,0.989562248689637,"EMT","",""
"1325","Other, kinases - Protein stability and degradation",-0.295653791701707,0.767494489161944,0.996018129193309,"EMT","",""
"1326","PI3K/MTOR signaling - Protein stability and degradation",-2.11738101279581,0.0342275243163884,0.395327905854287,"EMT","*",""
"1327","ABL signaling - RTK signaling",-0.969706056020307,0.332193030950987,0.752319511271352,"EMT","",""
"1328","Apoptosis regulation - RTK signaling",-0.229328141773721,0.818613882268395,0.990051344523556,"EMT","",""
"1329","Cell cycle - RTK signaling",0.473643147405785,0.635754401412584,0.966179386357282,"EMT","",""
"1330","Chromatin histone acetylation - RTK signaling",0.564013248539195,0.57274511575074,0.931719167171979,"EMT","",""
"1331","Chromatin histone methylation - RTK signaling",1.31602964745613,0.188164092023293,0.668706234728934,"EMT","",""
"1332","Chromatin other - RTK signaling",-0.967306651957144,0.333390759339399,0.747701605897099,"EMT","",""
"1333","Cytoskeleton - RTK signaling",-0.13852943657433,0.889822006865246,0.969570205593735,"EMT","",""
"1334","DNA replication - RTK signaling",1.05778236372362,0.29015467504239,0.728540542769479,"EMT","",""
"1335","EGFR signaling - RTK signaling",0.935495053931664,0.349533231117571,0.768973108458657,"EMT","",""
"1336","ERK MAPK signaling - RTK signaling",1.72956766211995,0.083707547873123,0.644548118623047,"EMT",".",""
"1337","Genome integrity - RTK signaling",0.0793741706188377,0.936735012667957,1,"EMT","",""
"1338","Hormone-related - RTK signaling",-1.1773092081158,0.239072112963046,0.681798248079798,"EMT","",""
"1339","IGF1R signaling - RTK signaling",-0.209436821964327,0.83410725031329,0.973125125365505,"EMT","",""
"1340","Metabolism - RTK signaling",0.120468849202546,0.904111754637297,0.980515564888336,"EMT","",""
"1341","Mitosis - RTK signaling",-0.212079021226471,0.832045386076584,0.980624919304546,"EMT","",""
"1342","Other - RTK signaling",0.346395734669902,0.729045330175989,0.984850709185108,"EMT","",""
"1343","Other, kinases - RTK signaling",0.184201459734332,0.85385541437329,0.981296520996169,"EMT","",""
"1344","PI3K/MTOR signaling - RTK signaling",-1.40237207812621,0.160804166806813,0.663317188078105,"EMT","",""
"1345","Protein stability and degradation - RTK signaling",0.409056292899075,0.682498350304113,0.973192092100309,"EMT","",""
"1346","ABL signaling - Unclassified",-0.987022235592098,0.3236317381115,0.762846239834249,"EMT","",""
"1347","Apoptosis regulation - Unclassified",-0.259702730088121,0.795093086577154,0.998187516300666,"EMT","",""
