"","DRUG_ID","SCREENING_SITE","DRUG_NAME","SYNONYMS","TARGET","TARGET_PATHWAY","drug_name","subtype","value"
"311",1177,"SANGER","Niraparib","MK-4827, MK4827","PARP1, PARP2","Genome integrity","niraparib..GDSC2.1177.","STAD_CIN",0.27032067577117
"312",1177,"SANGER","Niraparib","MK-4827, MK4827","PARP1, PARP2","Genome integrity","niraparib..GDSC2.1177.","MSI",-0.0188148499216294
"313",1177,"SANGER","Niraparib","MK-4827, MK4827","PARP1, PARP2","Genome integrity","niraparib..GDSC2.1177.","MSS_TP53pos",-0.187715395189766
"314",1177,"SANGER","Niraparib","MK-4827, MK4827","PARP1, PARP2","Genome integrity","niraparib..GDSC2.1177.","STAD_MSI",-0.0969974143969588
"315",1177,"SANGER","Niraparib","MK-4827, MK4827","PARP1, PARP2","Genome integrity","niraparib..GDSC2.1177.","High_cal",0.127365699315611
"316",1177,"SANGER","Niraparib","MK-4827, MK4827","PARP1, PARP2","Genome integrity","niraparib..GDSC2.1177.","EMT",0.182800580043111
"317",1177,"SANGER","Niraparib","MK-4827, MK4827","PARP1, PARP2","Genome integrity","niraparib..GDSC2.1177.","STAD_GS",-0.384762396080764
"318",1177,"SANGER","Niraparib","MK-4827, MK4827","PARP1, PARP2","Genome integrity","niraparib..GDSC2.1177.","Low_cal",-0.127365699315611
"319",1177,"SANGER","Niraparib","MK-4827, MK4827","PARP1, PARP2","Genome integrity","niraparib..GDSC2.1177.","STAD_EBV",0.0104714998145129
"320",1177,"SANGER","Niraparib","MK-4827, MK4827","PARP1, PARP2","Genome integrity","niraparib..GDSC2.1177.","MSS_TP53neg",0.100303563592064
"321",1179,"SANGER","MK-1775","AZD1775","WEE1, PLK1","Cell cycle","MK.1775..GDSC2.1179.","EMT",-0.0216499076711661
"322",1179,"SANGER","MK-1775","AZD1775","WEE1, PLK1","Cell cycle","MK.1775..GDSC2.1179.","High_cal",0.00394682328953349
"323",1179,"SANGER","MK-1775","AZD1775","WEE1, PLK1","Cell cycle","MK.1775..GDSC2.1179.","Low_cal",-0.00394682328953349
"324",1179,"SANGER","MK-1775","AZD1775","WEE1, PLK1","Cell cycle","MK.1775..GDSC2.1179.","STAD_CIN",-0.184093166086642
"325",1179,"SANGER","MK-1775","AZD1775","WEE1, PLK1","Cell cycle","MK.1775..GDSC2.1179.","STAD_MSI",0.219200058136169
"326",1179,"SANGER","MK-1775","AZD1775","WEE1, PLK1","Cell cycle","MK.1775..GDSC2.1179.","STAD_EBV",-0.0707334596392322
"327",1179,"SANGER","MK-1775","AZD1775","WEE1, PLK1","Cell cycle","MK.1775..GDSC2.1179.","MSS_TP53pos",-0.116418261264043
"328",1179,"SANGER","MK-1775","AZD1775","WEE1, PLK1","Cell cycle","MK.1775..GDSC2.1179.","STAD_GS",0.0527791232464067
"329",1179,"SANGER","MK-1775","AZD1775","WEE1, PLK1","Cell cycle","MK.1775..GDSC2.1179.","MSS_TP53neg",0.0530490343764612
"330",1179,"SANGER","MK-1775","AZD1775","WEE1, PLK1","Cell cycle","MK.1775..GDSC2.1179.","MSI",0.129497304914026
"331",1180,"SANGER","Dinaciclib","SCH727965, SCH 727965, SCH-727-965, MK-7965","CDK1, CDK2, CDK5, CDK9","Cell cycle","dinaciclib..GDSC2.1180.","EMT",0.312369051379609
"332",1180,"SANGER","Dinaciclib","SCH727965, SCH 727965, SCH-727-965, MK-7965","CDK1, CDK2, CDK5, CDK9","Cell cycle","dinaciclib..GDSC2.1180.","High_cal",0.0288021743021984
"333",1180,"SANGER","Dinaciclib","SCH727965, SCH 727965, SCH-727-965, MK-7965","CDK1, CDK2, CDK5, CDK9","Cell cycle","dinaciclib..GDSC2.1180.","Low_cal",-0.0288021743021984
"334",1180,"SANGER","Dinaciclib","SCH727965, SCH 727965, SCH-727-965, MK-7965","CDK1, CDK2, CDK5, CDK9","Cell cycle","dinaciclib..GDSC2.1180.","STAD_CIN",0.098322993151891
"335",1180,"SANGER","Dinaciclib","SCH727965, SCH 727965, SCH-727-965, MK-7965","CDK1, CDK2, CDK5, CDK9","Cell cycle","dinaciclib..GDSC2.1180.","STAD_MSI",-0.0794196071180149
"336",1180,"SANGER","Dinaciclib","SCH727965, SCH 727965, SCH-727-965, MK-7965","CDK1, CDK2, CDK5, CDK9","Cell cycle","dinaciclib..GDSC2.1180.","STAD_GS",0.280488074674849
"337",1180,"SANGER","Dinaciclib","SCH727965, SCH 727965, SCH-727-965, MK-7965","CDK1, CDK2, CDK5, CDK9","Cell cycle","dinaciclib..GDSC2.1180.","STAD_EBV",-0.403532142740149
"338",1180,"SANGER","Dinaciclib","SCH727965, SCH 727965, SCH-727-965, MK-7965","CDK1, CDK2, CDK5, CDK9","Cell cycle","dinaciclib..GDSC2.1180.","MSS_TP53neg",0.0413220515630138
"339",1180,"SANGER","Dinaciclib","SCH727965, SCH 727965, SCH-727-965, MK-7965","CDK1, CDK2, CDK5, CDK9","Cell cycle","dinaciclib..GDSC2.1180.","MSS_TP53pos",0.0663146095554406
"340",1180,"SANGER","Dinaciclib","SCH727965, SCH 727965, SCH-727-965, MK-7965","CDK1, CDK2, CDK5, CDK9","Cell cycle","dinaciclib..GDSC2.1180.","MSI",-0.450620498079033
"341",1190,"SANGER","Gemcitabine","Gemzar, LY-188011","Pyrimidine antimetabolite","DNA replication","gemcitabine..GDSC2.1190.","High_cal",-0.0988424820702867
"342",1190,"SANGER","Gemcitabine","Gemzar, LY-188011","Pyrimidine antimetabolite","DNA replication","gemcitabine..GDSC2.1190.","STAD_CIN",0.172208883991689
"343",1190,"SANGER","Gemcitabine","Gemzar, LY-188011","Pyrimidine antimetabolite","DNA replication","gemcitabine..GDSC2.1190.","STAD_GS",-0.0650512654551393
"344",1190,"SANGER","Gemcitabine","Gemzar, LY-188011","Pyrimidine antimetabolite","DNA replication","gemcitabine..GDSC2.1190.","STAD_EBV",-0.181308255493738
"345",1190,"SANGER","Gemcitabine","Gemzar, LY-188011","Pyrimidine antimetabolite","DNA replication","gemcitabine..GDSC2.1190.","STAD_MSI",-0.0905211286571731
"346",1190,"SANGER","Gemcitabine","Gemzar, LY-188011","Pyrimidine antimetabolite","DNA replication","gemcitabine..GDSC2.1190.","EMT",0.303875251280794
"347",1190,"SANGER","Gemcitabine","Gemzar, LY-188011","Pyrimidine antimetabolite","DNA replication","gemcitabine..GDSC2.1190.","MSI",-0.338429998640602
"348",1190,"SANGER","Gemcitabine","Gemzar, LY-188011","Pyrimidine antimetabolite","DNA replication","gemcitabine..GDSC2.1190.","MSS_TP53pos",0.109265071653054
"349",1190,"SANGER","Gemcitabine","Gemzar, LY-188011","Pyrimidine antimetabolite","DNA replication","gemcitabine..GDSC2.1190.","Low_cal",0.0988424820702867
"350",1190,"SANGER","Gemcitabine","Gemzar, LY-188011","Pyrimidine antimetabolite","DNA replication","gemcitabine..GDSC2.1190.","MSS_TP53neg",-0.0955479649557317
"351",1191,"SANGER","Bortezomib","PS-341, LDP-341, Velcade","Proteasome","Protein stability and degradation","bortezomib..GDSC2.1191.","STAD_EBV",-0.347078533430579
"352",1191,"SANGER","Bortezomib","PS-341, LDP-341, Velcade","Proteasome","Protein stability and degradation","bortezomib..GDSC2.1191.","STAD_MSI",0.151975396940967
"353",1191,"SANGER","Bortezomib","PS-341, LDP-341, Velcade","Proteasome","Protein stability and degradation","bortezomib..GDSC2.1191.","MSS_TP53pos",0.306790108137436
"354",1191,"SANGER","Bortezomib","PS-341, LDP-341, Velcade","Proteasome","Protein stability and degradation","bortezomib..GDSC2.1191.","MSS_TP53neg",-0.0796554785419986
"355",1191,"SANGER","Bortezomib","PS-341, LDP-341, Velcade","Proteasome","Protein stability and degradation","bortezomib..GDSC2.1191.","EMT",-0.338466648843642
"356",1191,"SANGER","Bortezomib","PS-341, LDP-341, Velcade","Proteasome","Protein stability and degradation","bortezomib..GDSC2.1191.","STAD_CIN",-0.133844401892671
"357",1191,"SANGER","Bortezomib","PS-341, LDP-341, Velcade","Proteasome","Protein stability and degradation","bortezomib..GDSC2.1191.","MSI",-0.0266809435754388
"358",1191,"SANGER","Bortezomib","PS-341, LDP-341, Velcade","Proteasome","Protein stability and degradation","bortezomib..GDSC2.1191.","Low_cal",-0.0458488718544796
"359",1191,"SANGER","Bortezomib","PS-341, LDP-341, Velcade","Proteasome","Protein stability and degradation","bortezomib..GDSC2.1191.","High_cal",0.0458488718544796
"360",1191,"SANGER","Bortezomib","PS-341, LDP-341, Velcade","Proteasome","Protein stability and degradation","bortezomib..GDSC2.1191.","STAD_GS",0.262809965929277
"361",1199,"SANGER","Tamoxifen","Nolvadex, Soltamox, Zynoplex, ICI-46474, Kessar","ESR1","Hormone-related","tamoxifen..GDSC2.1199.","STAD_EBV",0.196084853246898
"362",1199,"SANGER","Tamoxifen","Nolvadex, Soltamox, Zynoplex, ICI-46474, Kessar","ESR1","Hormone-related","tamoxifen..GDSC2.1199.","STAD_MSI",0.160869222560033
"363",1199,"SANGER","Tamoxifen","Nolvadex, Soltamox, Zynoplex, ICI-46474, Kessar","ESR1","Hormone-related","tamoxifen..GDSC2.1199.","MSI",0.395167511175625
"364",1199,"SANGER","Tamoxifen","Nolvadex, Soltamox, Zynoplex, ICI-46474, Kessar","ESR1","Hormone-related","tamoxifen..GDSC2.1199.","MSS_TP53neg",-0.444704780173587
"365",1199,"SANGER","Tamoxifen","Nolvadex, Soltamox, Zynoplex, ICI-46474, Kessar","ESR1","Hormone-related","tamoxifen..GDSC2.1199.","STAD_CIN",-0.341499059964462
"366",1199,"SANGER","Tamoxifen","Nolvadex, Soltamox, Zynoplex, ICI-46474, Kessar","ESR1","Hormone-related","tamoxifen..GDSC2.1199.","High_cal",-0.242057665878078
"367",1199,"SANGER","Tamoxifen","Nolvadex, Soltamox, Zynoplex, ICI-46474, Kessar","ESR1","Hormone-related","tamoxifen..GDSC2.1199.","EMT",-0.340534539919184
"368",1199,"SANGER","Tamoxifen","Nolvadex, Soltamox, Zynoplex, ICI-46474, Kessar","ESR1","Hormone-related","tamoxifen..GDSC2.1199.","Low_cal",0.242057665878078
"369",1199,"SANGER","Tamoxifen","Nolvadex, Soltamox, Zynoplex, ICI-46474, Kessar","ESR1","Hormone-related","tamoxifen..GDSC2.1199.","MSS_TP53pos",0.354745295287958
"370",1199,"SANGER","Tamoxifen","Nolvadex, Soltamox, Zynoplex, ICI-46474, Kessar","ESR1","Hormone-related","tamoxifen..GDSC2.1199.","STAD_GS",0.301934062158571
"371",1239,"SANGER","YK-4-279","YK 4-279","RNA helicase A","Other","YK.4.279..GDSC2.1239.","MSI",0.153527061607285
"372",1239,"SANGER","YK-4-279","YK 4-279","RNA helicase A","Other","YK.4.279..GDSC2.1239.","EMT",-0.120289958659911
"373",1239,"SANGER","YK-4-279","YK 4-279","RNA helicase A","Other","YK.4.279..GDSC2.1239.","High_cal",-0.195777880364462
"374",1239,"SANGER","YK-4-279","YK 4-279","RNA helicase A","Other","YK.4.279..GDSC2.1239.","MSS_TP53neg",-0.127178437373273
"375",1239,"SANGER","YK-4-279","YK 4-279","RNA helicase A","Other","YK.4.279..GDSC2.1239.","MSS_TP53pos",0.0900482156002583
"376",1239,"SANGER","YK-4-279","YK 4-279","RNA helicase A","Other","YK.4.279..GDSC2.1239.","STAD_CIN",0.0202823406301748
"377",1239,"SANGER","YK-4-279","YK 4-279","RNA helicase A","Other","YK.4.279..GDSC2.1239.","Low_cal",0.195777880364462
"378",1239,"SANGER","YK-4-279","YK 4-279","RNA helicase A","Other","YK.4.279..GDSC2.1239.","STAD_GS",0.0918085770159453
"379",1239,"SANGER","YK-4-279","YK 4-279","RNA helicase A","Other","YK.4.279..GDSC2.1239.","STAD_EBV",-0.0298181502771379
"380",1239,"SANGER","YK-4-279","YK 4-279","RNA helicase A","Other","YK.4.279..GDSC2.1239.","STAD_MSI",-0.0638543886059658
"381",1249,"SANGER","BMS-345541","","IKK-1, IKK-2","Other","BMS.345541..GDSC2.1249.","High_cal",-0.167095650923514
"382",1249,"SANGER","BMS-345541","","IKK-1, IKK-2","Other","BMS.345541..GDSC2.1249.","Low_cal",0.167095650923514
"383",1249,"SANGER","BMS-345541","","IKK-1, IKK-2","Other","BMS.345541..GDSC2.1249.","STAD_GS",0.0868854416203781
"384",1249,"SANGER","BMS-345541","","IKK-1, IKK-2","Other","BMS.345541..GDSC2.1249.","STAD_EBV",0.0884036734035106
"385",1249,"SANGER","BMS-345541","","IKK-1, IKK-2","Other","BMS.345541..GDSC2.1249.","MSI",-0.158419564532493
"386",1249,"SANGER","BMS-345541","","IKK-1, IKK-2","Other","BMS.345541..GDSC2.1249.","STAD_MSI",-0.522029777742107
"387",1249,"SANGER","BMS-345541","","IKK-1, IKK-2","Other","BMS.345541..GDSC2.1249.","EMT",0.036827385254835
"388",1249,"SANGER","BMS-345541","","IKK-1, IKK-2","Other","BMS.345541..GDSC2.1249.","STAD_CIN",0.382617851776465
"389",1249,"SANGER","BMS-345541","","IKK-1, IKK-2","Other","BMS.345541..GDSC2.1249.","MSS_TP53pos",0.0666610967862441
"390",1249,"SANGER","BMS-345541","","IKK-1, IKK-2","Other","BMS.345541..GDSC2.1249.","MSS_TP53neg",0.0186806447619827
"391",1250,"SANGER","AZ960","AZ 960, AZ-960","JAK2, JAK3","Other, kinases","AZ960..GDSC2.1250.","Low_cal",-0.156496794391886
"392",1250,"SANGER","AZ960","AZ 960, AZ-960","JAK2, JAK3","Other, kinases","AZ960..GDSC2.1250.","STAD_CIN",-0.0258594544477057
"393",1250,"SANGER","AZ960","AZ 960, AZ-960","JAK2, JAK3","Other, kinases","AZ960..GDSC2.1250.","STAD_GS",0.40437740054875
"394",1250,"SANGER","AZ960","AZ 960, AZ-960","JAK2, JAK3","Other, kinases","AZ960..GDSC2.1250.","EMT",0.0791937482757246
"395",1250,"SANGER","AZ960","AZ 960, AZ-960","JAK2, JAK3","Other, kinases","AZ960..GDSC2.1250.","MSI",0.144880111408712
"396",1250,"SANGER","AZ960","AZ 960, AZ-960","JAK2, JAK3","Other, kinases","AZ960..GDSC2.1250.","STAD_MSI",-0.0757188607221744
"397",1250,"SANGER","AZ960","AZ 960, AZ-960","JAK2, JAK3","Other, kinases","AZ960..GDSC2.1250.","MSS_TP53neg",-0.084743784405022
"398",1250,"SANGER","AZ960","AZ 960, AZ-960","JAK2, JAK3","Other, kinases","AZ960..GDSC2.1250.","STAD_EBV",-0.283502128453831
"399",1250,"SANGER","AZ960","AZ 960, AZ-960","JAK2, JAK3","Other, kinases","AZ960..GDSC2.1250.","High_cal",0.156496794391886
"400",1250,"SANGER","AZ960","AZ 960, AZ-960","JAK2, JAK3","Other, kinases","AZ960..GDSC2.1250.","MSS_TP53pos",-0.0956902051613669
"401",1259,"SANGER","Talazoparib","BMN-673, BMN 973","PARP1, PARP2","Genome integrity","talazoparib..GDSC2.1259.","EMT",0.219022257073794
"402",1259,"SANGER","Talazoparib","BMN-673, BMN 973","PARP1, PARP2","Genome integrity","talazoparib..GDSC2.1259.","MSS_TP53pos",0.0730235491012796
"403",1259,"SANGER","Talazoparib","BMN-673, BMN 973","PARP1, PARP2","Genome integrity","talazoparib..GDSC2.1259.","STAD_MSI",0.00169599805756681
"404",1259,"SANGER","Talazoparib","BMN-673, BMN 973","PARP1, PARP2","Genome integrity","talazoparib..GDSC2.1259.","STAD_CIN",-0.0794567221777643
"405",1259,"SANGER","Talazoparib","BMN-673, BMN 973","PARP1, PARP2","Genome integrity","talazoparib..GDSC2.1259.","High_cal",0.0455460846369218
"406",1259,"SANGER","Talazoparib","BMN-673, BMN 973","PARP1, PARP2","Genome integrity","talazoparib..GDSC2.1259.","MSI",-0.0182800204134011
"407",1259,"SANGER","Talazoparib","BMN-673, BMN 973","PARP1, PARP2","Genome integrity","talazoparib..GDSC2.1259.","STAD_GS",0.212403736472969
"408",1259,"SANGER","Talazoparib","BMN-673, BMN 973","PARP1, PARP2","Genome integrity","talazoparib..GDSC2.1259.","Low_cal",-0.0455460846369218
"409",1259,"SANGER","Talazoparib","BMN-673, BMN 973","PARP1, PARP2","Genome integrity","talazoparib..GDSC2.1259.","MSS_TP53neg",-0.222619620956042
"410",1259,"SANGER","Talazoparib","BMN-673, BMN 973","PARP1, PARP2","Genome integrity","talazoparib..GDSC2.1259.","STAD_EBV",-0.0306975740968318
"411",1372,"SANGER","Trametinib","GSK1120212, Mekinist","MEK1, MEK2","ERK MAPK signaling","trametinib..GDSC2.1372.","STAD_GS",-0.201255671151157
"412",1372,"SANGER","Trametinib","GSK1120212, Mekinist","MEK1, MEK2","ERK MAPK signaling","trametinib..GDSC2.1372.","High_cal",0.279875746886809
"413",1372,"SANGER","Trametinib","GSK1120212, Mekinist","MEK1, MEK2","ERK MAPK signaling","trametinib..GDSC2.1372.","MSS_TP53neg",0.399399741662541
"414",1372,"SANGER","Trametinib","GSK1120212, Mekinist","MEK1, MEK2","ERK MAPK signaling","trametinib..GDSC2.1372.","Low_cal",-0.279875746886809
"415",1372,"SANGER","Trametinib","GSK1120212, Mekinist","MEK1, MEK2","ERK MAPK signaling","trametinib..GDSC2.1372.","MSI",-0.229063592912189
"416",1372,"SANGER","Trametinib","GSK1120212, Mekinist","MEK1, MEK2","ERK MAPK signaling","trametinib..GDSC2.1372.","MSS_TP53pos",-0.422455235140178
"417",1372,"SANGER","Trametinib","GSK1120212, Mekinist","MEK1, MEK2","ERK MAPK signaling","trametinib..GDSC2.1372.","STAD_MSI",0.205839613149879
"418",1372,"SANGER","Trametinib","GSK1120212, Mekinist","MEK1, MEK2","ERK MAPK signaling","trametinib..GDSC2.1372.","EMT",0.340152521426695
"419",1372,"SANGER","Trametinib","GSK1120212, Mekinist","MEK1, MEK2","ERK MAPK signaling","trametinib..GDSC2.1372.","STAD_CIN",0.0885074804093832
"420",1372,"SANGER","Trametinib","GSK1120212, Mekinist","MEK1, MEK2","ERK MAPK signaling","trametinib..GDSC2.1372.","STAD_EBV",-0.49594219506857
"421",1373,"SANGER","Dabrafenib","GSK2118436, Tafinlar","BRAF","ERK MAPK signaling","dabrafenib..GDSC2.1373.","High_cal",0.087136916664273
"422",1373,"SANGER","Dabrafenib","GSK2118436, Tafinlar","BRAF","ERK MAPK signaling","dabrafenib..GDSC2.1373.","MSS_TP53pos",0.074454477738582
"423",1373,"SANGER","Dabrafenib","GSK2118436, Tafinlar","BRAF","ERK MAPK signaling","dabrafenib..GDSC2.1373.","STAD_MSI",0.31909852811045
"424",1373,"SANGER","Dabrafenib","GSK2118436, Tafinlar","BRAF","ERK MAPK signaling","dabrafenib..GDSC2.1373.","STAD_EBV",0.0716247864044835
"425",1373,"SANGER","Dabrafenib","GSK2118436, Tafinlar","BRAF","ERK MAPK signaling","dabrafenib..GDSC2.1373.","Low_cal",-0.087136916664273
"426",1373,"SANGER","Dabrafenib","GSK2118436, Tafinlar","BRAF","ERK MAPK signaling","dabrafenib..GDSC2.1373.","MSS_TP53neg",-0.333986683146736
"427",1373,"SANGER","Dabrafenib","GSK2118436, Tafinlar","BRAF","ERK MAPK signaling","dabrafenib..GDSC2.1373.","STAD_GS",0.434743836507709
"428",1373,"SANGER","Dabrafenib","GSK2118436, Tafinlar","BRAF","ERK MAPK signaling","dabrafenib..GDSC2.1373.","EMT",0.0116243477836609
"429",1373,"SANGER","Dabrafenib","GSK2118436, Tafinlar","BRAF","ERK MAPK signaling","dabrafenib..GDSC2.1373.","MSI",0.300169867114675
"430",1373,"SANGER","Dabrafenib","GSK2118436, Tafinlar","BRAF","ERK MAPK signaling","dabrafenib..GDSC2.1373.","STAD_CIN",-0.496969599071575
"431",1375,"SANGER","Temozolomide","Temodar, Temodal, M-39831, SCH 52365","DNA alkylating agent","DNA replication","temozolomide..GDSC2.1375.","High_cal",-0.691767664963398
"432",1375,"SANGER","Temozolomide","Temodar, Temodal, M-39831, SCH 52365","DNA alkylating agent","DNA replication","temozolomide..GDSC2.1375.","STAD_GS",0.159896990705558
"433",1375,"SANGER","Temozolomide","Temodar, Temodal, M-39831, SCH 52365","DNA alkylating agent","DNA replication","temozolomide..GDSC2.1375.","EMT",0.0851471914299362
"434",1375,"SANGER","Temozolomide","Temodar, Temodal, M-39831, SCH 52365","DNA alkylating agent","DNA replication","temozolomide..GDSC2.1375.","MSI",-0.038227965138676
"435",1375,"SANGER","Temozolomide","Temodar, Temodal, M-39831, SCH 52365","DNA alkylating agent","DNA replication","temozolomide..GDSC2.1375.","STAD_CIN",-0.213994949371046
"436",1375,"SANGER","Temozolomide","Temodar, Temodal, M-39831, SCH 52365","DNA alkylating agent","DNA replication","temozolomide..GDSC2.1375.","STAD_MSI",0.0111112742637624
"437",1375,"SANGER","Temozolomide","Temodar, Temodal, M-39831, SCH 52365","DNA alkylating agent","DNA replication","temozolomide..GDSC2.1375.","MSS_TP53pos",0.301182404598023
"438",1375,"SANGER","Temozolomide","Temodar, Temodal, M-39831, SCH 52365","DNA alkylating agent","DNA replication","temozolomide..GDSC2.1375.","STAD_EBV",0.306758096662477
"439",1375,"SANGER","Temozolomide","Temodar, Temodal, M-39831, SCH 52365","DNA alkylating agent","DNA replication","temozolomide..GDSC2.1375.","Low_cal",0.691767664963398
"440",1375,"SANGER","Temozolomide","Temodar, Temodal, M-39831, SCH 52365","DNA alkylating agent","DNA replication","temozolomide..GDSC2.1375.","MSS_TP53neg",-0.389841328695617
"441",1510,"SANGER","Linsitinib","OSI-906, ASP-7487","IGF1R","IGF1R signaling","linsitinib..GDSC2.1510.","STAD_MSI",-0.0472306190975556
"442",1510,"SANGER","Linsitinib","OSI-906, ASP-7487","IGF1R","IGF1R signaling","linsitinib..GDSC2.1510.","STAD_GS",0.122344715921138
"443",1510,"SANGER","Linsitinib","OSI-906, ASP-7487","IGF1R","IGF1R signaling","linsitinib..GDSC2.1510.","STAD_EBV",0.292849367201975
"444",1510,"SANGER","Linsitinib","OSI-906, ASP-7487","IGF1R","IGF1R signaling","linsitinib..GDSC2.1510.","MSS_TP53neg",-0.172526277169042
"445",1510,"SANGER","Linsitinib","OSI-906, ASP-7487","IGF1R","IGF1R signaling","linsitinib..GDSC2.1510.","MSI",0.383336573553151
"446",1510,"SANGER","Linsitinib","OSI-906, ASP-7487","IGF1R","IGF1R signaling","linsitinib..GDSC2.1510.","High_cal",-0.17013432600693
"447",1510,"SANGER","Linsitinib","OSI-906, ASP-7487","IGF1R","IGF1R signaling","linsitinib..GDSC2.1510.","MSS_TP53pos",-0.131548684850929
"448",1510,"SANGER","Linsitinib","OSI-906, ASP-7487","IGF1R","IGF1R signaling","linsitinib..GDSC2.1510.","EMT",0.0322665741000978
"449",1510,"SANGER","Linsitinib","OSI-906, ASP-7487","IGF1R","IGF1R signaling","linsitinib..GDSC2.1510.","Low_cal",0.17013432600693
"450",1510,"SANGER","Linsitinib","OSI-906, ASP-7487","IGF1R","IGF1R signaling","linsitinib..GDSC2.1510.","STAD_CIN",-0.113776920981744
"451",1511,"SANGER","Epirubicin","Ellence, Farmorubicin, IMI-28","Anthracycline","DNA replication","epirubicin..GDSC2.1511.","STAD_EBV",-0.331908933471702
"452",1511,"SANGER","Epirubicin","Ellence, Farmorubicin, IMI-28","Anthracycline","DNA replication","epirubicin..GDSC2.1511.","STAD_MSI",-0.0388050005314408
"453",1511,"SANGER","Epirubicin","Ellence, Farmorubicin, IMI-28","Anthracycline","DNA replication","epirubicin..GDSC2.1511.","MSS_TP53neg",-0.0327211896964395
"454",1511,"SANGER","Epirubicin","Ellence, Farmorubicin, IMI-28","Anthracycline","DNA replication","epirubicin..GDSC2.1511.","MSS_TP53pos",0.294358448943436
"455",1511,"SANGER","Epirubicin","Ellence, Farmorubicin, IMI-28","Anthracycline","DNA replication","epirubicin..GDSC2.1511.","MSI",-0.244644615734433
"456",1511,"SANGER","Epirubicin","Ellence, Farmorubicin, IMI-28","Anthracycline","DNA replication","epirubicin..GDSC2.1511.","Low_cal",0.0258561445951644
"457",1511,"SANGER","Epirubicin","Ellence, Farmorubicin, IMI-28","Anthracycline","DNA replication","epirubicin..GDSC2.1511.","EMT",-0.16498415262827
"458",1511,"SANGER","Epirubicin","Ellence, Farmorubicin, IMI-28","Anthracycline","DNA replication","epirubicin..GDSC2.1511.","High_cal",-0.0258561445951644
"459",1511,"SANGER","Epirubicin","Ellence, Farmorubicin, IMI-28","Anthracycline","DNA replication","epirubicin..GDSC2.1511.","STAD_GS",0.277116354144193
"460",1511,"SANGER","Epirubicin","Ellence, Farmorubicin, IMI-28","Anthracycline","DNA replication","epirubicin..GDSC2.1511.","STAD_CIN",0.013684486066023
"461",1529,"SANGER","Pevonedistat","MLN4924, MLN 4924, MLN-4924","NAE","Other","pevonedistat..GDSC2.1529.","MSS_TP53neg",-0.0477904865882554
"462",1529,"SANGER","Pevonedistat","MLN4924, MLN 4924, MLN-4924","NAE","Other","pevonedistat..GDSC2.1529.","STAD_MSI",-0.201559530361028
"463",1529,"SANGER","Pevonedistat","MLN4924, MLN 4924, MLN-4924","NAE","Other","pevonedistat..GDSC2.1529.","MSI",-0.359186587308273
"464",1529,"SANGER","Pevonedistat","MLN4924, MLN 4924, MLN-4924","NAE","Other","pevonedistat..GDSC2.1529.","MSS_TP53pos",0.329935109399425
"465",1529,"SANGER","Pevonedistat","MLN4924, MLN 4924, MLN-4924","NAE","Other","pevonedistat..GDSC2.1529.","Low_cal",0.348156861293025
"466",1529,"SANGER","Pevonedistat","MLN4924, MLN 4924, MLN-4924","NAE","Other","pevonedistat..GDSC2.1529.","EMT",-0.085018828702866
"467",1529,"SANGER","Pevonedistat","MLN4924, MLN 4924, MLN-4924","NAE","Other","pevonedistat..GDSC2.1529.","STAD_GS",-0.18373982251596
"468",1529,"SANGER","Pevonedistat","MLN4924, MLN 4924, MLN-4924","NAE","Other","pevonedistat..GDSC2.1529.","STAD_CIN",0.289483716974915
"469",1529,"SANGER","Pevonedistat","MLN4924, MLN 4924, MLN-4924","NAE","Other","pevonedistat..GDSC2.1529.","High_cal",-0.348156861293025
"470",1529,"SANGER","Pevonedistat","MLN4924, MLN 4924, MLN-4924","NAE","Other","pevonedistat..GDSC2.1529.","STAD_EBV",-0.104697648928958
"471",1549,"SANGER","Sapitinib","AZD8931","EGFR, ERBB2, ERBB3","EGFR signaling","AZD8931..GDSC2.1549.","MSS_TP53neg",-0.150086144782269
"472",1549,"SANGER","Sapitinib","AZD8931","EGFR, ERBB2, ERBB3","EGFR signaling","AZD8931..GDSC2.1549.","MSI",0.381154946603232
"473",1549,"SANGER","Sapitinib","AZD8931","EGFR, ERBB2, ERBB3","EGFR signaling","AZD8931..GDSC2.1549.","STAD_CIN",-0.367067092856804
"474",1549,"SANGER","Sapitinib","AZD8931","EGFR, ERBB2, ERBB3","EGFR signaling","AZD8931..GDSC2.1549.","Low_cal",-0.457736150564808
"475",1549,"SANGER","Sapitinib","AZD8931","EGFR, ERBB2, ERBB3","EGFR signaling","AZD8931..GDSC2.1549.","MSS_TP53pos",-0.205997388642414
"476",1549,"SANGER","Sapitinib","AZD8931","EGFR, ERBB2, ERBB3","EGFR signaling","AZD8931..GDSC2.1549.","STAD_MSI",0.173526523895153
"477",1549,"SANGER","Sapitinib","AZD8931","EGFR, ERBB2, ERBB3","EGFR signaling","AZD8931..GDSC2.1549.","STAD_GS",0.32558914294775
"478",1549,"SANGER","Sapitinib","AZD8931","EGFR, ERBB2, ERBB3","EGFR signaling","AZD8931..GDSC2.1549.","High_cal",0.457736150564808
"479",1549,"SANGER","Sapitinib","AZD8931","EGFR, ERBB2, ERBB3","EGFR signaling","AZD8931..GDSC2.1549.","EMT",0.124349859958265
"480",1549,"SANGER","Sapitinib","AZD8931","EGFR, ERBB2, ERBB3","EGFR signaling","AZD8931..GDSC2.1549.","STAD_EBV",0.209742835930017
